Company Name,Location,Booth,url
Diji Diamonds Limited,Hong Kong,['Booth: AWE 5-A28   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005VB2J
Emergreen Exports,Hong Kong,['Booth: AWE 5-A28   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005V51S
Fancy Gems,Hong Kong,['Booth: AWE 5-A28   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UXB6
Fresh Pearl HK Limited,Hong Kong,['Booth: AWE 5-A28   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005U6OU
Gallant Gems Co,Hong Kong,['Booth: AWE 5-A28   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005Y9MX
Gem Diamond Corp,Hong Kong,['Booth: AWE 5-A28   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YD1K
Gem Smart Jewellery Company,Hong Kong,['Booth: AWE 5-A28   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005V56D
Gem Stones (HK) Company,Hong Kong,['Booth: AWE 5-A28   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YC73
Gemgold Int'l,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005VB67
Glitter Success Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YBSD
"Glory Pearl (Hong Kong) Co., Ltd.",Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005ZMTZ
Hong Kong Diamond Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005Y9TC
Hong Kong Jewellery & Jade Manufacturers Association,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YD72
Hong Kong Jewelry Manufacturers' Association Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YADN
I D C International Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YA68
Ideal Impex (HK) Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005VBCP
Jade Supplier International Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005V4SK
Jhalak Diam Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005V8L1
Junedear Core Company Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005U6PR
Kin Chong Gems & Jewellery Fty Ltd,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YAI8
Kingdom Gems Co,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YBV4
La Peregrina Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005U6M0
Lak To Jewellery Manufacturer,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YCK0
Little Star Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YGDH
Meena Diam (HK) Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YD58
Millennium Gems,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YAHB
"Ming Hing Gem Co., Ltd.",Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005Y92L
Ming's Collection Co,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YB2J
Miracle Diam Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005VG55
Mokaa HK Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005V8ZV
Nam Fung Opal Company,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UXEX
Nfcd Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YCW0
Nice Diamonds Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005V8J7
Opal Empire Gems Co,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YBTA
Opal Mine Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YA5B
Opals Mine Factory Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YCJ3
Orange Impex HK Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005VG48
"Oro Art Jewellery Co., Ltd.",Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YAYW
Parcel Pro (H.K.) Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YDCN
Perry Gems (Hong Kong) Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YD0N
Premier Impex Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005V92L
Prime Impex (HK) Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005V8W4
RG Crystals Company Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005V63L
Radiant Gems,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UXC3
Randal Impex (HK) Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005V8OS
Rare Stones,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YIDF
S K Asia Ltd,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005XPQ5
S.S. Bros. Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005V8EM
Sabir Impex HK Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YIXR
Saboo Fine Jewels (H.K),Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YJNK
Saraff Overseas Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005ZJT2
Shine Stone (HK) Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YJG5
Signature Global Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YJOH
Spikes Gems & Jewellery Co,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YINL
Star Diam Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005V8SG
Merit Impex Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005VFXU
V. K. Gems,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UXGR
V.S. Diamonds HK Company Limited,Hong Kong,['Booth: AWE 7-A16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005VAV5
Viva Impex Limited,Hong Kong,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005VAYW
William Opal Co,Hong Kong,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YIWU
Wing Li Opal Company,Hong Kong,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005V52P
"Yavorskyy Co., Limited",Hong Kong,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UU13
"Abhinav Gems Co., Ltd.",Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UENP
"Akoya Pearl Co., Ltd.",Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UDXW
"Amit Trading Co., Ltd.",Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UF70
"An&Ken Coral Jewellery Co., Ltd.",Taiwan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005Y73K
Ande Gem Inc.,USA,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UU7L
Anmol Gems Ltd,Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UFI3
Arham International Gems,India,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YKWS
Australia Pearls,France,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005Z6BX
"Better Star Jewelry (Henan) Co., Ltd",Chinese Mainland,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005ZK44
Brazil Paraiba Mine,Brazil,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005VBFG
"Butterfly Gem & Jewelry Co., Ltd.",Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005Y7PQ
Champion Pearl Co Ltd,Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UCZR
"Continental Pearl Co., Ltd.",Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UDZQ
Coscia Srl,Italy,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YCI6
Enterprise Pearl Gems Ltd,Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UEV1
Gem Paradise,Sri Lanka,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YDXW
"Henan Liliang Diamond Co., Ltd",Chinese Mainland,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005ZKEA
Hi Line Trading (Pvt) Ltd,Sri Lanka,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YENP
"Imakei Pearl Co., Ltd.",Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UE71
K Otsuki Pearl Co Ltd,Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UE8Y
K.G.H. Jewellery Ltd,Israel,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005Y8W4
Kaneko Pearl Co Ltd,Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UD58
"Kansai Shinju Co., Ltd.",Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UE9V
Kishore Motiwala,India,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005XS9H
Kokusai Shinju Co Ltd,Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UDMT
Kuwayama Corporation,Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UDI5
"Mihara Pearl Co., Ltd.",Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UD4B
"Mitsushima Pearl Co., Ltd.",Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UCXX
"Mizuki Pearl Co., Ltd.",Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UD1K
Newyork Pearl Co Ltd,Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UD72
"Okuno Jewellery Co., Ltd.",Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YDGB
"P&J Co., Ltd.",Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UDGB
PJ Nakamura International,Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UELV
Pearls Jewels Export,Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UET7
Ruby N' Sapphire (PVT) Ltd.,Sri Lanka,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YKDD
Ruwanpura Gems (Pvt) Ltd,Sri Lanka,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YK7V
Sadruddin Jewellers International Co Ltd,Thailand,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YIJX
"Sainte Pure Co., Ltd",Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UDPK
"Sekai Sinju Export Co., Ltd.",Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UDON
Shehans (Pvt) Limited,Sri Lanka,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YK9P
Shiba Shinju Kobe,Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UD2H
"Shima Shinju Co., Ltd.",Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UEH7
Shinyu Co Ltd,Japan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UDLW
Sri Gems,Sri Lanka,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YKF7
Su-Ao Coral Corporation,Taiwan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YKYM
Su-Ao Onward Coral Ltd.,Taiwan,['Booth: AWE 7-B27   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YKR7
T's Trading,Japan,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005UE2G
"T.P.C. Co., Ltd.",Japan,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005UF63
"Tanabe Pearl Farm Co., Ltd",Japan,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005UFH6
"Tanaka Pearl Co., Ltd.",Japan,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005UDBQ
Tiara Pearl,Japan,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005UEU4
Trust Gems,Sri Lanka,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005YK8S
"U.M.E. Co., Ltd",Japan,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005W198
"Uto Shinju Co., Ltd.",Japan,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005UDH8
"Venus Jewel Co., Ltd.",Japan,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005ZJJW
Visaka Gems & Jewellery (Pvt) Ltd,Sri Lanka,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005YKCG
Vitiello Leopoldo,Italy,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005YLR6
Vivid Diam,India,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005YMAK
Winil Gems (Pvt) Limited,Sri Lanka,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005YKMM
Xin Cheng Gem Company,Chinese Mainland,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005YI9R
"Zhangjiagang City Daking Jewellery Co., Ltd",Chinese Mainland,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005XBDM
Zhushan County Turquoise Industry Association,Chinese Mainland,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005ZPR2
00 Le Stephanie S Ltd,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005WNE7
A-One Stones,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005Y64I
A-one Stones (HK) Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005U6NX
Aarush Diam HK Ltd,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005VCOO
Adiva Creation Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005UXIL
Alexandrite Mine Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005UZ9A
Angel Star HK Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005Y6OU
Arihant Gems International Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005Y6BX
Art Gems Company,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005UU06
Atta Jewelry Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005Y5TG
BB (HK) Trading Co.,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005UTMD
Blue Star HK,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005Y6FL
Bright Town Gems Jewellery Co,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005Y693
Brown Gems (HK) Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005Y5L4
CK Crystal Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005UTXG
Cerise Diam Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005ZJR8
Chan Ming Wing Pearl International Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005U6RL
Classic Grown HK Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005VG9T
Color Rocks HK,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005ZJQB
Colour Gem Impex,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005YBEJ
Creative Jewellery Co,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005YC9X
Cygni Diamond Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005V8GG
Darline Pearls Co,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005Y8UA
Diarays Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005YH2D
Diarise HK Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005ZJIZ
Dimoni Gems Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005V8X1
Dynamic Colorstones Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005YBQJ
E&Z,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005ZJOH
Elegant Gems Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005ZL8R
Famasia Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005ZJWT
Fenix Diamonds (HK) Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005YDBQ
Fine Pearl (HK) Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005YC0O
Flawless (H.K.) Company,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005YBCP
GDP Impex (HK) Limited,Hong Kong,['Booth: AWE 1-G24   |   Sea Water Pearl   |   Japan Pearl Showcase'],/event/hkdgp/en/exhibitor/1S005YBW1
Gem R You (HK) Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YD4B
Global Links,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UTP4
Golden Diam HK Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YELV
Gvl Gems Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005Y9K3
HSP Overseas Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005VZXA
Harsh Universal (HK) Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005ZJVW
Heng Yuet (H.K.) Co. Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005Y9W3
Hi Star Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005Y9DO
Hong Hua Gems Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005Y94F
Hong Kong Gemstone Manufacturers' Association Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S00605NY
Indo Hong Gems Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UTIP
IV Fancy Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YAGE
J K Sons Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YD65
Jewelhub HK Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005VO7R
KBS Diamonds (HK) Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YCZR
Kakadiam Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005XZDY
"Ken Diam (HK) Co., Limited",Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YBYV
Khushi Rough & Minerals Co,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UTGV
Kil International Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005Y9ZU
Krisha Diam Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005Y8TD
Lab Grown Brilliance Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005V91O
Lamha Trading,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005W64I
MCG Trading Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YAFH
MD & Sons HK Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YF8X
Mahavir Diam,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005XBFG
Marquise Diamond Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YCXX
Merit Jewellery Group Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005YB81
NANLAKSH Tech Group Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005VHH4
Nilkanth Gems Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005Y8OS
Ocean Blue Diam Limited,Hong Kong,['Booth: AWE 7-G16   |   Diamond   |   '],/event/hkdgp/en/exhibitor/1S005UZ8D
