url,Nature of Business,Location,Year of Establishment,Main Categories,Major Markets,Total Employees,Brands,Contact Person,Position,Office Address,Country / Region,Annual Turnover
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-Jibang-Electronic-Co-Ltd/1X00ALGT?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer","Fuzhou, Fujian, Chinese Mainland",1992.0,"Consumer Electronics, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Jewellery & Watch, Watches & Clocks","Japan, Korea, North America, Scandinavia, Southeast Asia, Taiwan, Western Europe",201 - 500,,Miss Jenny Zhan,Sales,"Guanshan industrial District, Chang Tai Country, Zhangzhou, Fujian 363900, China",Chinese Mainland,"US$ 1,000,000 - 4,999,999 ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO9001 - - - BSCI - - - View details Factories & Facilities"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Honghuan-Technology-Co-Ltd/1S00OFZXA?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer","Guangzhou, Guangdong, Chinese Mainland",,Watches & Clocks,"Chinese Mainland, North America, Southeast Asia",16 - 25,"SUNRISE,LOTUSMAN",Mr Jason Lee,general manager,"Rm No.203, Bldg No.22, Julong Industrial Zone, No.807, Xicha Road, Tongde Street, Baiyun District Guangzhou City, Guangdong Province, Mainland China",Chinese Mainland,"US$ 100,000 - 249,999"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Global-Victory-International-Co-Ltd/1X0A4EU0?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,"Jewellery & Watch, Packaging & Displaying Materials",,,,Jessica Liu,,"1st Bilding, Watch World Industrial Park, Guiyue Road, Guanlan, Longhua New District, Shenzhen, Guangdong, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Wangdian-Display-Co-Ltd-/1S00O7YXB?fairCode=hkwatchfair&locale=en,Manufacturer,"Guangzhou, Guangdong, Chinese Mainland",2002.0,Packaging & Displaying Materials,Worldwide,201 - 500,Wangdian Display,Mr Bang Fang Zhang,,"3rd Floor, Tongyu Center, No. 777, Helong First Road, Baiyun district, Guangzhou, GuangDong Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Boerni-Watch-Co-Ltd/1S00OFABT?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Olivia Choi,,"Rm268, 2F, Block F, Mingzhu Creative Park, Huayuan Road 66, Xiaogang, Yuncheng Street, Baiyun District, Guangzhou City, Guangdong Provinc China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Comsan-Electronics-Co-Ltd/1S00OFINL?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Judy Zhu,,"7F, Lidu Business Center, No. 389 Congyun Road, Baiyun Distric, Guangzhou, Mainland China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Giant-Watch-Co-Ltd/1S00OS6J9?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Ms Sarah Bai,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Lailishi-Crafts-Co-Ltd/1S00ORVP2?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Hua Hu,General Manager,"No.12 Democratic Reservoir Road 002 Democratic Vil Tanbu Town,Guangzhou, Guangdong, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Laoleishi-watch-clock-Co-Ltd-/1S00P5X5O?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,qing li,,"Floor 4 Bld 4, No.33 Dagang West Str.Baiyun Lake,Baiyun , 510430 Guangzhou, China.",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Milissa-Electronic-Commerce-Co-Ltd/1S00P4IAO?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Jinlian Jin,Chairman,"Room 301, Building A, Junhe Business Center, No. 411 Xiahua Road, Pingsha Village, Baiyun District, GuangzhouCity, Guangdong Province China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Tancy-Industrial-Co-Ltd-/1S00P85FM?fairCode=hkwatchfair&locale=en,"Exporter, Manufacturer, Wholesaler","Guangzhou, Guangdong, Chinese Mainland",2017.0,"Bags, Handbags & Accessories, Packaging & Displaying Materials","Eastern Europe, Middle East, North America, Western Europe",101 - 200,,Mr Dongliang Chen,,,Chinese Mainland,"US$ 1,000,000 - 4,999,999 View details Factories & Facilities Research & Development Quality Control"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Tianyuan-Watch-Co-Ltd-/1S00P5JVW?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Guihui kuang,manager,"74, Gushu 1st Road, Gushu Community, Xixiang Sub-d",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-feizhun-Watch-industry-Co-LTD/1S00P5Y8E?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,XUEHUI HONG,business manager,"Rm B71, 1F, Jiatian square, 6 Guangyuanxiroad, Yuexiu district, Guangzhou",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guilin-Bestime-Enterprise-Co-Ltd/1X09S3ED?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,"Jewellery & Watch, Stationery, Watches & Clocks",,,,Haiyi Tan,Sales Manager,"3 Changhai Road, Guilin, P.R.China 541001",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Isa-Timepieces-Swiss-Sa/1S00OR5W7?fairCode=hkwatchfair&locale=en,,Switzerland,,,,,,Ms Joyce Jin,,,Switzerland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/JIEYANG-XINGRONG-METAL-PLASTIC-PRODUCTS-CO-LTD-/1S00OFTUP?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,"Packaging & Displaying Materials, Watches & Clocks",,,,Bianka wang,Manager,"No.11, Bldg2, Wangdou Xincun Industry Zone, Xianqiao Town,Jieyang City, Guangdong, Mainland China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jieyang-Huateng-Hardware-Products-Co-Ltd-/1S00OFAMW?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,jingpeng cheng,,"West side of Nanyao Industrial Zone, Xima West Suburb, Rongcheng District Jieyang City, Mainland China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/LUZ-WATCH-WENZHOU-CO-LTD/1S00P3ADN?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,Watches & Clocks,,,,JianHua Huang,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Mei-Hua-Precision-Ind-Co-Ltd/1X0F0GO0?fairCode=hkwatchfair&locale=en,Manufacturer,"Taichung City, Taiwan",,Watches & Clocks,,,,Ms Peggy Chen,,"No.1 Chuan Shui Street Ta-Li Taichung, Taiwan",Taiwan,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/POINT-TEC-Products-Electronic-GmbH/1S00P4X10?fairCode=hkwatchfair&locale=en,,Germany,,,,,,Mr Werner Untch,,,Germany,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Qingdao-Maple-Leaf-Clock-Co-Ltd-/1S00P5NJS?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Mr Mengxiang Zhang,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Ailuo-Intelligent-Technology-Co-Ltd-/1S00P5TWJ?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,JUNXIANG QI,,518133 中國廣東省深圳市 寶安區西鄉街道明月花都 F棟共樂商務中心17A層,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Zhongmao-Exhibition-Co-Ltd-/1S00OG08C?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Mary Ma,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Thong-Yeong-Corporation/1X06B3J8?fairCode=hkwatchfair&locale=en,Manufacturer,"Taipei City, Taiwan",1981.0,"Decoration & Crafts, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Jewellery & Watch, Stationery, Watches & Clocks",Worldwide,11 - 15,,Mr John Hu,CEO,"3 Fl., No. 110, Jen-Ai Road, Sec. 4, Taipei 104, Taiwan",Taiwan,"US$ 500,000 - 999,999 ODM OEM"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhangzhou-Longdeli-clock-Co-Ltd-/1S00OCJG5?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Ms Mengrou Pan,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhangzhou-Shilihe-Electronic-Co-Ltd/1X04PGL3?fairCode=hkwatchfair&locale=en,Manufacturer,"Zhangzhou, Fujian, Chinese Mainland",,"Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Jewellery & Watch, Watches & Clocks",Worldwide,,,Mr Chi Keung Cheng,,"Lan Tian Industrial Development District, Zhangzhou, Zhangzhou, Fujian, Fujian, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhangzhou-Xiangcheng-Zhonghui-Watch-Co-Ltd/1S00OFZQV?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,GuiHong Li,,"Jinfeng Industrial District, Zhangzhou, Fujian, Mainland China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHONGSHAN-MEIBIN-WATCH-CO-LTD/1S00ORESA?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Ms LYNN XU,,,Chinese Mainland,
about:blank,,,,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/PacZone-Limited/1X08NXIR?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,,"Jewellery & Watch, Packaging & Displaying Materials",,,,Ms Jackie Ho,Administration,"Unit A, 29/F, Legend Tower, 7 Shing Yip St, Kwun Tong,",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Rich-Master-International-Technology-Limited/1S00OFBU7?fairCode=hkwatchfair&locale=en,,Hong Kong,,,,,,Suki Chiu,Operation Manager,"Unit 5, 7/F, Wing Ming Ind Ctr, 15 Cheung Yue St, Cheung Sha Wan, Kowloon, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ruma-HK-Limited/1X0AI963?fairCode=hkwatchfair&locale=en,"Distributor, Exporter, Importer, Wholesaler",Hong Kong,,"Jewellery & Watch, Loose Stones & Raw Materials",,,,Mr Rubin Doshi,Director,"Unit 1A, 16/F Hart Hse, 12-14 Hart Ave Tsim Sha Tsui, Kowloon, HONG KONG.",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/The-Federation-of-HK-Watch-Trades-Industries-Ltd-/1X00AAES?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,,"Government Organizations, Marketing & Public Relations, Organizations & Trade Associations, Printed Matters, Professional Services, Stationery",,,,Ms Grace Leung,,"Room 604, Peter Building, 58-62 Queen's Road, Central, Hong Kong",Hong Kong,
about:blank,,,,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Difeini-Watch-Co-Ltd/1X0A1YVB?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,"Jewellery & Watch, Watches & Clocks",,,,Xiujuan Lei,,"6F,Bldg.D Taixinglong Industrial Town, Zhongwu Community,Xixiang Street, Bao An District",Chinese Mainland,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Productivity-Council/1S00NOSZB?fairCode=hkwatchfair&locale=en,Statutory Body,Hong Kong SME ReachOut Government Funding Hello! SME ReachOut SME ReachOut Success Story EP.1 SME ReachOut Success Story EP.2 (Version 1) SME ReachOut Success Story EP.2 (Version 2) SmartKit of Government Funding Schemes Videos on Funding Application Tips & From-Filling Tactics Funding Grab N Go,,,,,,Mr Jack Lam,,"HKPC Bldg, 78 Tat Chee Ave, Yau Yat Tsuen, Kowloon, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Watches-Clocks-Association/1X08Q64E?fairCode=hkwatchfair&locale=en,"Others, Professional Association, Service Company","Guangzhou, Guangdong, Chinese Mainland",2011.0,"Jewellery & Watch, Watches & Clocks","Africa, Central & South America, Chinese Mainland, Hong Kong, Middle East, North America, Southeast Asia, Taiwan, Western Europe, Worldwide",,,Miss Yvonne Huang,,"No.396-145, Yunchengnan of 3 Raod, Wanda Plaza, Baiyun District, Guangzhou, Guangdong 510420, China",Chinese Mainland,"US$ > 250,000,000 ODM OEM"
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/China-Resources-Adv-Exh-Co-Ltd/1X03WMWA?fairCode=hkwatchfair&locale=en,Manufacturer,Hong Kong,,,,,,Ms Moni Chow,Project Executive,"Room 4206-10, 42/F, China Resources Building, 26 Harbour Road, Wanchai, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/HONG-KONG-WATCH-MFRS-ASSOCIATION-LTD/1X001JTM?fairCode=hkwatchfair&locale=en,Trade/Industrial Organisation,Hong Kong,1968.0,"Government Organizations, Jewellery & Watch, Organizations & Trade Associations, Printed Matters, Professional Services, Stationery",,1 - 5,,Ms Yuen Annie,,"2/F., Fu Hing Bldg., 10 Jubilee St., Central, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Province-Horologe-Industry-Association/1S00OYJIZ?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Ms Meen Lam,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Winwai-International-Exhibition-Advertising-Co-Ltd/1S00NL14N?fairCode=hkwatchfair&locale=en,Service Company,"Shenzhen, Guangdong, Chinese Mainland",2011.0,"Design Services, Information Technology, Jewellery & Watch, Logistics & Transportation","Chinese Mainland, Hong Kong",11 - 15 Vice President of Dongguan Hardware Jewelry Industry Association Member of Guangdong Watch Association,,Mr Jerry Ling,General manager,"Room 1709, Weidonglong Business Building, Longhua District, Shenzhen,",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taiwan-Watch-Clock-Industrial-Association/1S00O43K9?fairCode=hkwatchfair&locale=en,Trade/Industrial Organisation,"Taipei City, Taiwan",1972.0,"Marketing & Public Relations, Printed Matters, Professional Services, Stationery",,,,Mr Peter Tsai,Chief Executive Officer,"Rm.1, 11F., No.40, Chang Chun Rd., Taipei, Taiwan",Taiwan,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/E-linc-International-Exhibition-Technologies-Hainan-Co-Ltd-/1S00OA7TE?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,,,,,Miss RONG LIN,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Huiyuan-Culture-Development-Group-Co-Ltd-/1S00OPHQD?fairCode=hkwatchfair&locale=en,,Chinese Mainland,,Marketing & Public Relations,,,,Xin Feng,,"7216 (Pilot Free Trade Zone), Block A, 15th Floor of the Complex, Fuzhou Free Trade Zone, Fuzhou, Fujian, Mainland China",Chinese Mainland,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
