company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,,HKTDC Events,supplier_url,exhibitor_url,Certificates,Other Certificates,Booth: 1C-B34   |   Electronic & Remote Control Toys   |   ,Booth: 5E-H02   |   Group Pavilion   |   ,Booth: 5E-F16   |   Group Pavilion   |   ,Booth: 1CON-023   |   Educational Toys & Games   |   Green Toy Exhibitors,Booth: 1B-D41   |   Educational Toys & Games   |   Green Toy Exhibitors,Booth: 5E-E07   |   Group Pavilion   |   ,Booth: 1A-D42   |   Educational Toys & Games   |   ,Booth: 3B-B08   |   Multiple Toys Products   |   Green Toy Exhibitors,"Booth: SA-09, 5E-D19   |   Group Pavilion, Group Pavilion   |   ",Booth: 5G-C21   |   Group Pavilion   |   Cantonese Business Go Global,Booth: 5E-E23   |   Group Pavilion   |   ,Booth: 5E-C06   |   Group Pavilion   |   ,Booth: 3B-C38   |   Multiple Toys Products   |   Green Toy Exhibitors,Verified Certificates,Booth: 1E-A02   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1D-D20   |   Brand Name Gallery   |   Cantonese Business Go Global,Booth: 1D-B10   |   Brand Name Gallery   |   Cantonese Business Go Global,Booth: 1E-A20   |   Brand Name Gallery   |   Cantonese Business Go Global,Booth: 1E-E36   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 3D-C20   |   Soft Toys & Dolls   |   Green Toy Exhibitors,Booth: 5C-D02   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 5C-C02   |   Group Pavilion   |   Cantonese Business Go Global,Booth: 1C-D35   |   Green Toys   |   Green Toy Exhibitors,Booth: 5E-G24   |   Group Pavilion   |   ,"Booth: 5G-E16, SA-12   |   Group Pavilion, Group Pavilion   |   Green Toy Exhibitors, Green Toy Exhibitors",Booth: 1D-B20   |   Brand Name Gallery   |   ,Booth: 5G-B22   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 1E-E23   |   Brand Name Gallery   |   ,Booth: 1E-E08   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1C-D14   |   Green Toys   |   Green Toy Exhibitors,Booth: 5E-E37   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 5E-E17   |   Group Pavilion   |   Cantonese Business Go Global,Booth: 5CON-022   |   Group Pavilion   |   ,Booth: 1B-C24   |   Educational Toys & Games   |   ,Booth: 3C-E24   |   World of Outdoor & Sporting Goods   |   Green Toy Exhibitors,Booth: 3D-C06   |   Soft Toys & Dolls   |   Green Toy Exhibitors,Booth: 1C-C12   |   Electronic & Remote Control Toys   |   Green Toy Exhibitors,Booth: 5E-H08   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 1D-D26   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1E-D40   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1D-E36   |   Brand Name Gallery   |   Cantonese Business Go Global
Uwin Development Limited,Hong Kong,"Uwin Development Limited. is a joint-venture company. We are specializing in producing Drawing board,white board,3D wooden puzzles, wooden jigsaw puzzles, educational toys and others. Our products are made of high quality wood materials. Our products have passed the EN71 test and ASTM 963.They are interesting and helpful to improve children,s intelligence. Our main markets are America, European, Australia, Japan, Middle East,Asia, etc.","Manufacturer, Exporter","Toy Brick,Mathematic Toy / Science Kit,STEAM Toy,Wooden Toys,Kids Drawing Kit,Kids Craft Kit,White Boards","Drawing board,white board,3D wooden puzzles, wooden jigsaw puzzles, educational toys and others","OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Uwin-Development-Limited/1S00P0YTN,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QH3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tai Kee Industrial Company Limited,Hong Kong,Our company is a toy manufacturer mainly produce educational toys and tv game,Exporter,,電子玩具，電視遊戲，益智玩具,OEM,TAI KEE,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Toys & Games Fair 2024 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tai-Kee-Industrial-Company-Limited/1X00DBX6,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005RBSD,,EN71 Issued By - Type - Valid Date (N/A) - (N/A) EMC Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunshine Global Enterprises Company Limited,Hong Kong    |    Factory in Chinese Mainland,"We are the watch manufacturer in mainland China. We are strong to provide kids LCD and analogue watch, we will develop our own product design, an OEM design is also welcome. We have our own production line in China.","Buying Office, Chain Store, Distributor, Department Store","Toy Walkie-Talkie,Toy Watch & Clock,Action & Skill Game","Plastic LCD, LED，analogue watch in silicone, pvc, pu material","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Lifestyle Sourcing Show | Physical + Online Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sunshine-Global-Enterprises-Company-Limited/1X07UC4W,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SO7R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong Richso Electronic Co., Limited",Hong Kong,,"Exporter, Manufacturer","Blinking Toy,Battery Operated Toy","Electronic Toy,FPV Drone,RC Helicopter","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2020 (Autumn Edition) HKTDC Hong Kong International Lighting Fair (Autumn Edition) 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Richso-Electronic-Co-Ltd/1X0994WS,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005RP5W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sum Tai Company,Hong Kong,,"Exporter, Manufacturer","Magic Toy,Toy Brick,Board Game,Wooden Toys,Baby Toys,Baby Books,Kids Drawing Kit,Kids Craft Kit,White Boards,Magic Goods",We concentrate in manufacture and design education toys offer to esteem buyers.,"ODM, OEM, Others",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Baby Products Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SUM-TAI-CO/1X00571E,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005R0JF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sheng Yang Industrial Co., Limited",Hong Kong,"Sheng Yang Industrial Co., Ltd.has been a wooden toys manufacturer and supplier since 2015.We are proud to design,produce and distribute a unique line of toy creations.Our products can be found in happy families,schools,gardens,amusement parks and around the world. All of our products are manufactured with the characteristic quality and attention to detail to meet our customer's demands.We are open to make OEM products according to customers'design.With rich experience and professional knowledge on toys & crafts,we will give you good suggestion,which make your products safer to pass all the necessary tests and have good sales in the market.","Manufacturer, Exporter","Toy Brick,Mathematic Toy / Science Kit,Wooden Toys,White Boards","Wooden Toys,Arithmetic toy,Drawing Board","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition),https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sheng-Yang-Industrial-Co-Ltd/1S00OAR5U,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QHDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Raysource International Co., Limited",Hong Kong,"Raysource International Co., Ltd.Founded in 2015,Is a professional production of electronic toys manufacturers. Our products are both educational and entertaining,The children love it very much.","Manufacturer, Exporter","Sound Control Toy,Blinking Toy,Battery Operated Toy","Electronic Keyboard,Electric Guitar,Electronic Glitter Toy","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong International Lighting Fair 2023 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2020 (Autumn Edition) HKTDC Hong Kong Toys & Games Fair 2020 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Raysource-International-Co-Ltd/1S00NKPCB,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SG0K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Konbo International Limited,Hong Kong    |    Factory in Chinese Mainland,Hong Kong base yoyo & skill toys manufacturer since 2000,Manufacturer,,YOYO; Skill Toys,OEM,KOYO,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Lifestyle Sourcing Show | Physical + Online HKTDC Hong Kong Toys & Games Fair 2020 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Konbo-Int-l-Ltd/1X00BDQ7,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005T0SO,,CE Marking Issued By - Type - Valid Date (N/A) - (N/A) RoHS Issued By - Type - Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hundred Power Industries Limited,Hong Kong,,Trade/Industrial Organisation,"Bubble Gun,Role Play Set,Christmas Light,Christmas Decoration,Halloween Product,Balloon,Carnival Costume,Festival Item & Party Favour",Light Up Toys / Bubble Toys,"Others, OEM, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HUNDRED-POWER-IND-LTD/1X00APZY,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SKWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hownew Enterprise Limited,Hong Kong    |    Factory in Chinese Mainland,,"Distributor, Buying Office",Sports Goods,"This is the discovery about along story made short.An effortless take to a cool brand that is as fashion for ward as it is buoyant. This is wait beat the weight,while leaving the mission intact and the product even better than before.",OEM,LIGHT+ NINE,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 Hong Kong International Stationery & School Supplies Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hownew-Enterprise-Limited/1S00OMX7I,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SIG6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hongkong Yuen Chor Industry Limited,Hong Kong,,"Export Agent, Exporter",Battery Operated Toy,"toy drones, RC cars","OBM, ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Gifts & Premium Fair 2017,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hongkong-Yuen-Chor-Industry-Limited/1X0A1IYK,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QOUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Time Plastic Mfg Ltd.,Chinese Mainland    |    Factory in Chinese Mainland,"New Time Plastic Mfg Ltd. is a company of selling and manufacturing the inflatable products. In 2013, the 16-meter big rubber duck produced by our company was exhibited in Victoria Harbour, Hong Kong. It was once popular all over the world and brought good memories to Hong Kong and the world. The company's business covers research & development and marketing inflatable products, inflatable recreation project engineering, large inflatables model design and display, international trade and so on, basically including all the professional categories of the inflatable industry. Our inflatable products include inflatable toys, water goods, sports goods, outdoor&indoor goods, advertising exhibition good and so on.The products meet the latest international standards in Europe and America and are exported to more than 100 countries and regions such as Europe, the United States, Japan and Korea, South America and Australia.","Buying Office, Export Agent, Buying Cooperative, Retailer, Department Store, Chain Store, Distributor, Wholesaler, Shopping Mall","Trampolines,Inflatable Floaters,Inflatable Pool Mattresses,Inflatable Boats,Playground Equipment,Sports Goods,Inflatable Toy,Baby Toys","""Doctor Dolphin ""is a baby inflatable brand created by our company, mainly including baby swimming ring, baby pool, baby tumbler, indoor & outdoor toys, baby water toys, indoor trampoline, outdoor water slide and other series of inflatable products.","OEM, ODM, OBM",DOCTOR DOPHIN 博士豚,,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2009 Hong Kong Toys & Games Fair 2008 Summer Sourcing Show for Gifts, Houseware & Toys 2007",https://sourcing.hktdc.com/en/Supplier-Store/Profile/NEW-TIME-PLASTIC-MFG-LTD/1S00NUU06,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005TEAS,,BSCI Issued By BSCI Type OTHERS Valid Date 15 Jul 2025 - (N/A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guangzhou Megaplus Co., Ltd",Chinese Mainland,"We are in the business of import and export. The Toys Department is specializing in the export business of toy, rechargeable motorcycle, tricycle, bicycle, ride on car, walking chair, Christmas and gift items, sporting goods and sunder items. We have a good connection with factories of a wide range of thousands of different items, which come from Shantou, pearl river delta areas areas, and Zhejiang province of China. To provide with sincere, professional services, our kind stuffs with good experiences are now standing by you.","Exporter, Wholesaler","Sound Control Toy,Battery Operated Toy",TOYS RIDE ON CAR RECHARGEABLE CAR FRICTION CAR,"OBM, ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Toys & Games Fair 2018 HKTDC Hong Kong Toys & Games Fair 2017 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Megaplus-Co-Ltd/1X07UXFU,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V20Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowl Fun Industrial (Hong Kong) Limited,Hong Kong,,Manufacturer,"Sound Control Toy,Battery Operated Toy","We have good experience on OEM/big projects and our major is RC toys, battery operative toys, action figures and STEAM toys. We have set up another cosmetic factory in 2020 with FDA GMP, Sedex-4p audit and our items gain good feedback.","OEM, ODM",Fun Fans,,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 Spielwarenmesse®, Nuremberg, Germany HKTDC Hong Kong Toys & Games Fair 2025 Spielwarenmesse®, Nuremberg, Germany HKTDC Hong Kong Toys & Games Fair 2024 Spielwarenmesse®, Nuremberg, Germany HKTDC Hong Kong Toys & Games Fair 2023 HKTDC International Sourcing Show 2021",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bowl-Fun-Industrial-Hong-Kong-Limited/1X0F07PQ,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SB3G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Honghai Industrial Co.,Limited",Hong Kong    |    Factory in Chinese Mainland,Honghai not only one trading company but also have own factories in Mainland Chian to produce different products.All products are independently researched developed and produced .,"Export Agent, Distributor, Manufacturer, Exporter","Battery Operated Toy,Toy Musical Instrument,Baby Toys,Kids Drawing Kit,White Boards,Musical Instruments,Green Toy","electronic keyboard ,wooden electric piano ,drawing board,lcd drawing board ,XYLOPHONE ,dancing playmat,ocean ball ,Kitchen Appliances Toy","OEM, Others, ODM, OBM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Honghai-Industrial-Co-Limited/1X0B85J2,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SAV5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fi-Toys Co., Limited",Hong Kong    |    Factory in Chinese Mainland,"Fi-Toys Co., Limited was located in Hong Kong, and had strong experiencein manufacturing and exporting of toys. During the past several yearsguided undera principle of best quality, best service and best price. We wasintegrated thedesign and development, the producing and manufacturing, the sellingand serviceinto one. Our factory was located in Chenghai District, Shantou City isone of theleading suppliers of toys in China. We have more than 200 square metermodernfactory plant and a professional and energetic team for toys designing,developingand marketing. We have good reputation to provide other toys series coverCubeToys, DIY Toys, Educational Toys and including OEM & ODM. We have been devotingourselves to supply our toys with excellent quality, fashionable designandcompetitive price to the customers worldwide",Manufacturer,Toy Vehicle,"Educational Toys,DIY TOYS and including OEM & ODM","ODM, OBM, OEM",FI TOYS,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/FI-TOYS-CO-LTD/1S00OQJR8,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SENP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTCP Asia International Limited,Hong Kong,,"Others, Wholesaler, Distributor","Baby Toys,Hobby & Collector's Item","Our company offers a wide range of toys, including sensory toys, children's sport balls, soft toys ,children's playground, children's play tent, bath toys,beach and water toys,inflatable toys,etc.","OEM, ODM, OBM","barbies,saniors,hotwheel,fisher price",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/CTCP-Asia-International-Limited/1S00OHAHB,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005S3VC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brightway Group Limited,Hong Kong,,"Manufacturer, Exporter","Learning Computer / System,Magic Toy,Toy Brick,Mathematic Toy / Science Kit,STEAM Toy,Interactive Tech Toy,Board Game,Kids Drawing Kit,Kids Craft Kit,Action & Skill Game",Educatonal Toys & Games,"ODM, Others, OBM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/BRIGHTWAY-GROUP-LIMITED/1S00OEM9N,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SBBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biglittlefun International Hongkong Limited,Hong Kong    |    Factory in Chinese Mainland,"We, BigLittleFun, a team of young, dedicated & passionate toys specialist who developing & manufacturing various educational toys for children to stimulate the child's potential curiosity, to be inspired by play, make learning fun, and to gain awareness of the world from the exploration.","Manufacturer, Service Company, Buying Cooperative, Wholesaler, Exporter","Toy Brick,Mathematic Toy / Science Kit,STEAM Toy,Interactive Tech Toy,Kids Drawing Kit,Kids Craft Kit",1. Interactive Tech Toy 2. Kids Craft Kit 3. Kids Drawing Kit 4. Mathematic Toy / Science Kit 5. STEAM Toy 6. Toy Brick 7. Rubik's Cube,"OEM, OBM, ODM",BigLittleFun,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Toys & Games Fair 2023,https://sourcing.hktdc.com/en/Supplier-Store/Profile/BIGLITTLEFUN-INTERNATIONAL-HONGKONG-LIMITED/1S00O4TAD,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005RPVQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gowo Toys & Gifts International Limited,Hong Kong,"""GW brand""was established in 2021,focusing on educational toys for babies and children,and has now developed into a product research and development center,education business center,the world ecosystem of children,product manuafacturing center,cultural and creative center as the core of the five major industrial systems,Gowo is the leading brand of children's educational toys under the UDIRC,focusing on creating eductional toys for 3-16 years old,has independently developend a variety of products,which are sold in more than 30 countries around the world,and adovcates the experiential building and playing to stimulate the cultivation of children's intelligence and enhance problem-solving ability,which is loved by millions of parents and chidren's famillies.","Exporter, Manufacturer","Toy Brick,STEAM Toy,Blinking Toy,Battery Operated Toy","We use the original raw material to product the items, for sure the molds can pass the RoHS, EMC, EN71, EN62115, 7P, ASTM-F963, HR4040 and so on","ODM, OBM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GOWO-TOYS-GIFTS-INTERNATIONAL-LTD/1X0F0AVB,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005RWO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Best Resources Toys Trading Co., Limited",Hong Kong,,Manufacturer,STEAM Toy,"Our company, Is a toy trading company. The scale is much bigger, the variety of goods become rich","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Best-Resources-Toys-Trading-Company-Limited/1X08VS8G,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005RWGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Becho Toy Limited,Hong Kong,"Becho Toy Limited is a toy company integrated developing, manufacture, trading and service in one and can receive orders of OEM and ODM. Accumulated more than 10 years of experience in toy industry, our business has developed steadily.We mainly research, develop and produce educational toys, water play toys and popular products on e-commerce platforms. It is sold far and wide all over the world, such as Europe, America and South Korea. We are committed to implementing strict quality control to provide customers with high-quality products and excellent services. We sincerely look forward to cooperating with you.","Manufacturer, Exporter","STEAM Toy,Interactive Tech Toy,Baby Toys","We mainly produce custom-made educational toys, water play toys and popular products on e-commerce platforms. We can help customers develop and produce all kinds of customized products. Looking forward to cooperating with you.","OEM, ODM, OBM",BECHO,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/BECHO-TOY-LIMITED/1S00OUBLY,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005U90R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asun Limited,Hong Kong,PROFESSIONAL SEASONAL DECORATIONS MAKER SINCE 1990,"Exporter, Manufacturer","Interactive Tech Toy,Action & Skill Game",PLASTIC TOYS,"OEM, ODM, Others",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ASUN-LIMITED/1S00ODSSW,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005QZSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guang Qi Sheng Toys Limited,Hong Kong,"Guang Qi Sheng Toys Limited integrates production and sales. specialized in the research, development and production of Baby doll &Fashion doll and doll Activity toys. We are located in Shantou City, Guangdong province,China , with convenient transportation access, which is a well know the world's largest toys production base . We has a great experienced team for creative designs and OEM projects service for Doll toys . Doll clothes designers draw and publish doll clothes by hand. Doll clothes are carefully selected from materials to craft accessories . Our team from 3D drawing to mold making, doll products adhere to the innovative service spirit, combine the needs of customers with the concept of good and beautiful service, and constantly bring forth new products. Our factory is perfect good at making samples and we provide you the services of fast-speed prodcut delivery as well as the maintenance . All of our products comply with international quality standards and are greatly appreciated in a variety of different markets throughout the world. We accept OEM AND ODM service . We are looking forward to forming successful business relationships with new clients around the world in the near future.",Exporter,"Talking Toy,Dolls,Flocked Toy,Plush Toy,Stuffed Toy,Soft Toy,Doll House,Pretend Play,Plastic Toys,Baby Toys","DOLL TOYS SERIES ,BABY DOLLS ,FASHION GIRL DOLL,PRETEND PLAY TOYS ,KID CRAFT TOYS,EDUCATIONAL TOYS","ODM, OEM, OBM",WOWTOPFUN,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guang-Qi-Sheng-Toys-Limited/1S00ODDH8,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005SXA9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
