,Reference,Subject,Subject_link,Closing Date
616,1003EM20T,"Triennial Term Contract for the Maintenance and Repair of Water Pumping Installations, Filtration Tanks and Electro-Chlorinators for Filtration Plants at Various Swimming Pool Complexes in New Territories for the Government of the Hong Kong Special Administrative Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1792.html,10.7.2020
617,3187EM19T,"Triennial Term Contract for Replacement, Alterations, Additions and Improvement Works of Electrical, Mechanical and Air-conditioning Fitting-out at Various Disciplined Services Venues",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1785.html,26.6.2020
618,1466EM20T,"Triennial Term Contract for the Maintenance and Repair of, Alterations and Additions to, Fire Service Installations for the Venues of Boundary Crossing Facilities and Transport Services Division for the Government of HKSAR",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1783.html,26.6.2020
619,EMSSSD0719,Tender for the Supply of Mobile Broadcasting Vehicle to the Electrical and Mechanical Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1782.html,18.6.2020
620,2BCSD20002,"Design, Supply, Implementation and Maintenance of Voicebot and Chatbot System in Customer Service Centre for the Electrical and Mechanical Services Department",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1784.html,15.6.2020
621,EMSD CCSD2020/24,Provision of Supporting Services for Publicity Activities for the EMSD,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1787.html,15.6.2020
622,3186EM19T,"20-month Term Contract for Building Services Fitting-out, Replacement and Improvement Works to Health Sector Venues in Kowloon West Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1781.html,12.6.2020
623,3185EM19T,Triennial Term Contract for Engineering Maintenance Services and Other Supporting Services for Electronics Installations of the Global Maritime Distress and Safety System (GMDSS) and Vessel Traffic Services System (VTSS) for Marine Department of the Government of the Hong Kong Special Administrative Region,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1779.html,12.6.2020
624,2932EM19W,"Supply and Installation of Bay Guidance Systems, Car Searching Systems and Electronic Ballot System for Government Multi-storey Public Car Parks for Transport Department",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1780.html,5.6.2020
625,1451EM20T,Triennial Term Contract for Provision of Closed Circuit Television Systems for Correctional Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1777.html,5.6.2020
626,EMSD P/5-10/13 Pt. 22 (2020),Provision of Services of Temporary Clerks for the Electrical and Mechanical Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1734.html,3.6.2020
627,1420EM20T,Quadrennial Term Contract for Comprehensive Maintenance of Pumping Installations at the Venues of Disciplined Services Departments,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1774.html,29.5.2020
628,3015EM19A,"Triennial Contract for the Provision of Management, Operation and Maintenance Services of the Central to Mid-Levels Escalator and Walkway System",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1769.html,29.5.2020
629,2568EM19T,Quadrennial Term Contract for Maintenance of Security and Electronic Systems at Tai Lam Centre for Women and Other Venues of Correctional Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1766.html,29.5.2020
630,3192EM19W,Supply and Installation of CCTV System at Stanley Prison for Correctional Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1775.html,29.5.2020
631,EMSSSD0119,Tender for the supply of canteen vans to the Electrical and Mechanical Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1770.html,21.5.2020
632,3202EM19T,"Biennial Term Contract for Supply & Installation of Solar Photovoltaic (PV) Systems for Schools and welfare NGOs in Hong Kong, Kowloon, New Territories East Regions, Lantau and Outlying Islands.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1778.html,15.5.2020
633,3144EM19T,Three Years Term Contract for Replacement of Energy Efficient Lighting at Various Government Health Facilities in Hong Kong,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1772.html,15.5.2020
634,1339EM19T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of KO15),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1764.html,8.5.2020
635,EMSD TU1 0006/C/2020,Provision of Training Administration Support Services for Training Unit 1 & 2 of Electrical & Mechanical Services Department (EMSD),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1768.html,4.5.2020
636,3149EM19W,District Cooling System (DCS) at Kai Tak Development (KTD) Phase IIIR – Electrical and Mechanical Installation at Site 1D3,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1771.html,24.4.2020
637,2913EM19T,"26-Month Term Contract for the Maintenance and Repair of, Alterations and Additions to Fire Service Installations for Health Services Buildings in New Territories Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1753.html,24.4.2020
638,EMSSSD0619,Tender for the supply of tow tractor and mobile crane to the Electrical and Mechanical Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1761.html,23.4.2020
639,EMSSSD1118,Tender for the supply of education promotion vehicle to the Electrical and Mechanical Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1760.html,9.4.2020
640,1736EM19T,Quadrennial Term Contract for the Maintenance and Repair of Burglar Alarm and Security Installations at Various Premises of Hong Kong Police Force,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1757.html,3.4.2020
641,2892EM19T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (KO19E),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1759.html,27.3.2020
642,2561EM19W,Replacement of Refractories and Insulation Bricks for Cremators at Kwai Chung Crematorium and Fu Shan Crematorium,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1762.html,20.3.2020
643,EMSSSD1018,Tender for the supply of mobile refueling vehicle to the Electrical and Mechanical Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1755.html,18.3.2020
644,2BDTD20001,Provision of SAP Enterprise Support Service for the period from 1 May 2020 to 31 December 2021 to the Electrical and Mechanical Services Trading Fund,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1733.html,11.3.2020
645,2786EM19W,Air Conditioning System Replacement and CCMS Upgrade at Princess Margaret Hospital,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1756.html,6.3.2020
646,2374EM19W,Replacement of Refractories and Insulation Bricks for Two Cremators at Wo Hop Shek Crematorium,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1754.html,21.2.202027.3.2020
647,EMSSSD1418,Tender for the supply of mobile library to the Electrical and Mechanical Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1750.html,20.2.2020
648,2864EM19W,Replacement of Central Control and Monitoring System at Tate’s Cairn Tunnel,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1747.html,7.2.2020
649,1596EM19T,"Triennial Term Contract for Operation and Maintenance of Air-Conditioning Installations for Hong Kong Police Force, Correctional Services Department, Fire Services Department, Independent Commission Against Corruption and Security Bureau in Hong Kong Cluster for the Government of HKSAR",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1749.html,31.1.2020
650,EMU/T/2019/02,Provision of Cleansing Services for the Electrical and Mechanical Services Department Headquarters,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1740.html,24.1.2020
651,2549EM19W,Replacement of Lifts at New Territories North Regional Police Headquarters,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1741.html,17.1.2020
652,2604EM19T,"Triennial Term Contract for the Supply and Installation of Public Address Systems, Auxiliary Equipment & Emergency Call-out System for the Government of the HKSAR",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1739.html,17.1.2020
653,2490EM19W,Retrofitting of Air-cooled Chiller and Associated Installations in Tseung Kwan O Hospital,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1748.html,10.1.2020
654,1595EM19T,Quadrennial Term Contract for the Comprehensive Maintenance and Repair of Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of TK20),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1737.html,27.12.2019
655,1339EM18W,Replacement of the Traffic Control and Surveillance System (TCSS) in the Kai Tak Tunnel,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1736.html,27.12.2019
656,2731EM19T,Three Years Term Contract for Replacement of Energy Efficient Lighting at Various Venues of Hospital Authority in Hong Kong,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1738.html,20.12.201927.12.2019
657,2201EM18T,Biennial Term Contract for Maintenance of Electrical and Mechanical Equipment and  Installations for Health Sector Venues in New Territories West Region,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1735.html,6.12.2019
658,1486EM18T,Triennial Term Contract for Maintenance of Automatic Vehicle Clearance Support System of Hong Kong Boundary Crossing Facilities (HKBCF) at Hong Kong Zhuhai Macao Bridge,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1730.html,6.12.2019
659,2023EM19T,"42-Month Term Contract for the Fault Attendance, Comprehensive Maintenance, Repair and Replacement of Special Lighting Systems at Various Premises of the Highways Department of the Government of HKSAR",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1731.html,22.11.2019
660,2936EM18T,"26-Month Term Contract for Maintenance of Heating, Ventilation and Air-conditioning Installations for Health Sector Venues in Hong Kong Region and Outlying Islands",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1706.html,15.11.2019
661,1051EM19T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of FT19E),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1699.html,15.11.2019
662,1556EM19T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package Two of KO19),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1726.html,15.11.2019
663,1675EM19T,Triennial Term Contract for Operation and Maintenance of Air-conditioning Installations at Attended Municipal Venues in Hong Kong Region,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1704.html,8.11.2019
664,1627EM19T,"Term Contract for the Maintenance and Repair of, Alteration, Addition and Improvement Works to MVAC Installations at West Kowloon Government Offices and other Venues Maintained by General Engineering Services Division",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1728.html,8.11.2019
665,2BDTD19005,Provision of SAP Enterprise Support Service in Year 2020-2021 to the Electrical and Mechanical Services Trading Fund,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1716.html,5.11.2019
666,EMSD CCSD2019/04,Provision of Service for Management of Departmental Communication and Engagement Functions,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1729.html,4.11.2019
667,EMSD GSB 13706,Biennial Contract for Sampling and Analyzing of Liquefied Petroleum Gas,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1732.html,4.11.2019
668,1293EM19T,Biennial Term Contract for Maintenance of Medical Gas Pipeline Systems for Health Sector Venues.,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1712.html,1.11.2019
669,1379EM19T,Two-Year Term Contract for the Supply and Installation of Radio Communication Systems for Food and Environmental Hygiene Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1727.html,25.10.20191.11.2019
670,EMSD/SR/2019,"Tender for the Provision of Services for Copywriting, Design and Production of Monthly Staff Newsletter “Group Voice” for the Electrical and Mechanical Services Department for a period of 24 months commencing 1 April 2020",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1709.html,24.10.2019
671,1782EM19T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of OT19E),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1723.html,4.10.2019
672,2062EM19T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of SC19),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1722.html,4.10.2019
673,2061EM19T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package Two of OT19),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1721.html,4.10.2019
674,2026EM18T,"Quadrennial Term Contract for Provision of Operation, Maintenance and Modification Works for Journey Time Indication System and Hong Kong eTransport Kiosk of Transport Department of the Government of the Hong Kong Special Administrative Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1720.html,4.10.2019
675,1537EM19W,Replacement of Three Air-cooled Chillers with Associated Accessories for SARS Ward at Tuen Mun Hospital,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1724.html,20.9.2019
676,1987EM19T,Triennial Term Contract for Maintenance of Electrical and Mechanical Installations at Cheung Sha Wan Government Offices,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1718.html,13.9.2019
677,1987EM19T,Triennial Term Contract for Maintenance of Electrical and Mechanical Installations at Cheung Sha Wan Government Offices,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1715.html,13.9.2019
678,1733EM19W,Replacement of Chillers and Associated Equipment at Tuen Mun Hospital and Castle Peak Hospital,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1714.html,6.9.2019
679,1952EM18W,Replacement of Fire Service Systems at Kai Tak Tunnel,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1713.html,6.9.2019
680,1733EM19W,Replacement of Chillers and Associated Equipment at Tuen Mun Hospital and Castle Peak Hospital,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1717.html,6.9.2019
681,EMSSSD0319,"Tender for the Supply of large motorcycles to the Electrical and Mechanical Services Trading Fund by 2 consignments, the motorcycles to be ready for use within 10 months and 12 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1711.html,5.9.2019
682,1069EM19T,Quadrennial Term Contract for Maintenance of Lift and Ramp System of Government Ferry Pier,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1703.html,30.8.2019
683,Q1932,Provision of Event Management Service for Energy Saving Championship Scheme 2019,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1719.html,27.8.2019
684,1234EM19T,"Triennial Term Contract for the Maintenance and Repair of Burglar Alarm and Security Installation at Central Government Offices, Chief Executive’s Office and Legislative Council Complex, Tamar",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1707.html,23.8.2019
685,1565EM19T,"Triennial Term Contract for the Maintenance, Repair, Alterations, Additions and Improvement for Broadcast Reception Installation and Satellite Master Antenna Television System for the Government of the Hong Kong Special Administrative Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1705.html,23.8.2019
686,1258EM19T,Triennial Term Contract for Maintenance of Air-conditioning and Other Installations at Municipal Venues in New Territories Region,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1701.html,16.8.2019
687,1810EM19T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (SA20),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1695.html,16.8.2019
688,1839EM19A (1002EM19A),Prequalification for Design-Build-Operate Contract for the Additional District Cooling System (DCS) at the Kai Tak Development (KTD),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1690.html,16.8.201930.8.2019
689,Q1926,Provision of Event Management Services for Solar Photovoltaic Installation Role Model Election in 2019,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1710.html,16.8.2019
690,1523EM19W,Air Conditioning System Replacement and CCMS Upgrade at Princess Margaret Hospital,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1708.html,9.8.201916.8.2019
691,1883EM18T,Triennial Term Contract for the Maintenance and Repair of Mechanical Ventilation Installations for Public Transport Interchanges of Transport Department for the Government of HKSAR,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1691.html,9.8.2019
692,1196EM19T,"Triennial Term Contract for Maintenance of Heating, Ventilation & Air-conditioning Installations at Unattended Municipal Venues in the New Territories",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1685.html,9.8.2019
693,1656EM18T,Triennial Term Contract for Provision of Closed Circuit Television Systems for Correctional Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1681.html,9.8.2019
694,2872EM18T,"28-Month Term Contract for Maintenance of Heating, Ventilation and Air-conditioning Installations for Health Sector Venues in Kowloon West Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1674.html,2.8.2019
695,EMS/T/01/2019(A),Provision of Light Goods Vehicles for Hiring by Electrical and Mechanical Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1689.html,2.8.2019
696,1507EM18W,Replacement of Chiller Plants and Associated Works at Leisure and Cultural Services Headquarters and Shatin Town Hall,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1702.html,2.8.2019
697,2603EM18T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Escalator Installations at Various Premises of the Hospital Authority (SC18E),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1683.html,26.7.2019
698,1738EM19W,"Replacement and Upgrading of Supervisory Control and Data Acquisition and Programmable Logic Controller Systems in the Sewage Treatment Works of Siu Ho Wan, Ngong Ping and Ma Wan for Drainage Services Department",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1700.html,19.7.2019
699,1446EM19W,Refurbishment of the Chiller Plant at Hong Kong Cultural Centre,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1696.html,19.7.2019
700,1501EM19W,"Retrofitting of High Efficiency Chiller and Associated Installations in PYNEH, QMH, QEH and KH",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1693.html,12.7.201919.7.2019
701,Q1898,Provision of Services for Facilitating and Deploying the Solar Harvest for Educational Activities,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1686.html,11.7.2019
702,EMSD/GR/1/2019,Operation of Light Refreshment Business at the EMSD Headquarters Building,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1684.html,10.7.2019
703,1541EM19T,"Triennial Term Contract for the Maintenance, Repair, Alterations and Additions of Electrical and Mechanical Installations at Hong Kong Wetland Park",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1670.html,28.6.2019
704,1009EM19T,Triennial Term Contract for the Maintenance and Repair of Burglar Alarm and Security Installation at Various Judiciary and Justice Venues for the Government of the Hong Kong Special Administrative Region,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1669.html,21.6.2019
705,1311EM18W,Improvement Works of Piazza and Outdoor Areas of EMSD Headquarters,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1668.html,21.6.2019
706,1086EM19T,Triennial Term Contract for the Maintenance and Repair of Burglar Alarm and Security Installation at Various General Engineering Venues in Kowloon Region and New Territories Region of the Government of the Hong Kong Special Administrative Region,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1672.html,21.6.2019
707,1085EM19T,Triennial Term Contract for the Maintenance and Repair of Burglar Alarm and Security Installation at Various General Engineering Venues in Hong Kong Region of the Government of the Hong Kong Special Administrative Region,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1671.html,21.6.2019
708,1436EM19W,The scope of the Works includes improvement works for the air-conditioning installations at Hong Kong Museum of History. The Contract is scheduled to commence in July 2019 for completion in Jan 2022.,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1679.html,21.6.2019
709,Q1908,Provision of Services on Structural Checking on non-Government and non-profit making Schools and welfare NGOs to install solar PV system (Batch 2),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1682.html,18.6.2019
710,2328EM18W,Replacement of Chiller units for Tuen Mun Cultural Complex in the New Territories,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1678.html,14.6.2019
711,1267EM19T,"Annual Term Contract for Building Services Fitting-Out, Replacement and Improvement Works to Various Venues of the Government of the Hong Kong Special Administrative Region Maintained by General Engineering Services Division &l",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1673.html,14.6.2019
712,Q1882,Provision of Services on Structural Checking on non-Government and non-profit making Schools and welfare NGOs to install solar PV system (Batch 1),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1680.html,11.6.2019
713,EMSSSD0818,"Tender for the Supply of a Mobile Command Unit to the Electrical and Mechanical Services Trading Fund, the vehicle to be ready to use within 12 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1665.html,5.6.2019
714,1094EM19T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of Hospital Authority (SA19),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1658.html,24.5.2019
715,2880EM18T,Quadrennial Term Contract for Maintenance of Fire Service Installations for Drainage Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1662.html,10.5.2019
716,2351EM18T,"Triennial Term Contract for Maintenance of Heating, Ventilation and Air-conditioning Installations for Customs and Excise Department and Immigration Department in Hong Kong Island and Outlying Islands",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1637.html,10.5.2019
717,EMSSSD1318,"Tender for the Supply of Grab Lorries to the Electrical and Mechanical Services Trading Fund, the vehicles to be ready to use within 6 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1664.html,8.5.2019
718,EMU/T/2019/01,Provision of Security Guard Services for the Electrical and Mechanical Services Department Headquarters,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1667.html,8.5.2019
719,EMSSSD0518,"Tender for the Supply of Large Dog Van to the Electrical and Mechanical Services Trading Fund, the vehicle to be ready to use within 12 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1661.html,6.5.2019
720,Q1854,Provision of Event Management Service for the Ceremony of “Energy Saving for All 2019”,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1666.html,30.4.2019
721,1981EM18W,Provision of Traffic Control and Surveillance System for Widening of Tolo Highway/Fanling Highway between Tai Hang and Wo Hop Shek Interchange,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1660.html,26.4.201910.5.2019
722,2602EM18T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of Hospital Authority (SC18),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1659.html,26.4.2019
723,2799EM18T,"Triennial Term Contract for Building Services Fitting-out, Replacement and Improvement Works to Various Disciplined Services Venues",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1656.html,26.4.2019
724,2160EM18T,"Triennial Term Contract for Repairs, Operation and Maintenance to Boilers, Hot Water Installations, Steam Related Equipment and Accessories in Various Health Care Institutions in Hong Kong of the Government of the Hong Kong Special Administrative Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1653.html,26.4.2019
725,EMSSSD0918,"Tender for the Supply of Mobile Generator Vehicle to the Electrical and Mechanical Services Trading Fund, the vehicle to be ready to use within 14 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1650.html,17.4.2019
726,EMSSSD0718,"Tender for the Supply of a Mobile Exhibition Centre to the Electrical and Mechanical Services Trading Fund, the vehicle to be ready to use within 12 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1649.html,15.4.2019
727,3027EM18T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of GE15),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1647.html,12.4.2019
728,2339EM17W,Provision of CCTV System at Stanley Prison for Correctional Services Department,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1651.html,12.4.2019
729,EMSSSD0318,Tender for the Supply of Tyres for Government Vehicles to the Electrical and Mechanical Services Trading Fund on a 24-month contract.,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1634.html,1.4.2019
730,3062EM18W,Replacement of High Voltage and Low Voltage Power Supply System at Tseung Kwan O Tunnel,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1633.html,29.3.2019
731,2088EM17T,36-month Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of Hospital Authority (KO 18),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1641.html,29.3.2019
732,1150EM19W,Replacement of Chillers and Associated Equipment at Tai Po and Tai Hing Government Offices,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1652.html,22.3.2019
733,3254EM17T,12-month Term Contract for Maintenance of Electrical Installations and Domestic Appliances at Various Staff Quarters of the Government of the Hong Kong Special Administrative Region,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1627.html,22.3.2019
734,1130EM19W,Replacement of Chillers and Associated Equipment at Government Venues in Yuen Long,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1648.html,15.3.2019
735,EMSD CSD/6-20/09/1-2019,Provision of Call Centre Service for the Electrical and Mechanical Services Department (EMSD),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1642.html,15.3.2019
736,EMSSSD0218,"Tender for the Supply of a Canteen Van to the Electrical and Mechanical Services Trading Fund, the vehicle to be ready to use within 12 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1629.html,11.3.2019
737,1953EM18W,Replacement of Fire Services System at Cheung Tsing Tunnel,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1630.html,8.3.2019
738,2580EM18T,Triennial Term Contract for Maintenance of General Electronic Systems and Equipment for Government Facilities in West Kowloon Station,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1626.html,8.3.2019
739,Q1844,Provision of Secretarial Service for Energy Saving Charter 2019 and Supporting Service for the Launching Ceremony,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1635.html,5.3.2019
740,1466EM18T,Triennial Term Contract for Maintenance of Mechanical Installations for Hong Kong Crossing Facilities (HKBCF) and Hong Kong Link Road (HKLR) at Hong Kong Zhuhai Macao Bridge,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1625.html,22.2.2019
741,2990EM18T,"Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Arsenal House, Police Headquarters, Wan Chai",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1623.html,22.2.2019
742,1645EM18T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of Hospital Authority (SG18),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1622.html,15.2.2019
743,2338EM18T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of Hospital Authority (OT19),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1619.html,15.2.2019
