,ref,department,description,awardee,award_date,sum,period,url,start,end
825,1011EM12T,Electrical and Mechanical Services Department,"Triennial Term Contract for the Maintenance and Repair of, Alterations and Additions to, Fire Service Installations in Venues of Hong Kong Police Force, Correctional Services Department, Independent Commission Against Corruption and Security Bureau in New Territories and Kowloon",REC    Engineering Company Limited,2014-07-01 00:00:00,REC    Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
826,1010EM12T,Electrical and Mechanical Services Department,"Triennial Term Contract for the Maintenance and Repair of, Alterations and Additions to, Fire Service Installations in Venues of Hong Kong Police Force, Correctional Services Department, Independent Commission Against Corruption and Security Bureau in Hong Kong Island and Outlying Islands",Kenworth    Engineering Limited,2014-07-01 00:00:00,Kenworth    Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
827,1064EM13T,Electrical and Mechanical Services Department,"Triennial Contract for Maintenance and Repair of, Alterations and Additions to, Fire Service Installations for Municipal Venues on Hong Kong and Outlying Islands for the Government of the Hong Kong Special Administrative Region",Kenwowth    Engineering Limited,2014-06-01 00:00:00,Kenwowth    Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
828,1028EM13W,Electrical and Mechanical Services Department,Supply and Installation of Low Voltage Switchgear at Main Block C and D of Tuen Mun Hospital,M & V    Engineering (E & M) Limited,2014-06-01 00:00:00,M & V    Engineering (E & M) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
829,1023EM13W,Electrical and Mechanical Services Department,Supply and Replacement of Air-conditioning System at Disciplined Services Sports and Recreation Club,Fungs E &    M Engineering Company Limited,2014-06-01 00:00:00,Fungs E &    M Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
830,1041EM13W,Electrical and Mechanical Services Department,Replacement of Air-conditioning Systems at Tsuen Wan Government Offices,Standard Refrigeration & Engineering Company Limited,2014-05-01 00:00:00,Standard Refrigeration & Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
831,1009EM13W,Electrical and Mechanical Services Department,Replacement of the Lane Control Signals and Variable Speed Limit Signs of the Traffic Control and Surveillance System in the Tsing Ma Control Area,GTECH Services (Hong Kong) Limited,2014-05-01 00:00:00,GTECH Services (Hong Kong) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
832,1009EM12W,Electrical and Mechanical Services Department,Improvement Works at Animal Waste Composting Plant at Ngau Tam Mei,The Jardine Engineering Corporation Limited,2014-05-01 00:00:00,The Jardine Engineering Corporation Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
833,1066EM13T,Electrical and Mechanical Services Department,"Triennial Contract for Maintenance and Repair of, Alterations and Additions to, Fire Service Installations for Municipal Venues in New Territories for the Government of the Hong Kong Special Administrative Region",Far East    Engineering Services Limited,2014-04-01 00:00:00,Far East    Engineering Services Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
834,1065EM13T,Electrical and Mechanical Services Department,"Triennial Contract for Maintenance and Repair of, Alterations and Additions to, Fire Service Installations for Municipal Venues in Kowloon for the Government of the Hong Kong Special Administrative Region",ATAL    Engineering Limited,2014-04-01 00:00:00,ATAL    Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
835,1061EM12T,Electrical and Mechanical Services Department,Biennial Term Contract for Provision of Closed Circuit Television Systems for the Government of the Hong Kong Special Administrative Region (Hong Kong and Kowloon Regions),Chubb Hong    Kong Limited,2014-04-01 00:00:00,Chubb Hong    Kong Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
836,1026EM12T,Electrical and Mechanical Services Department,"Triennial Term Contract for the Maintenance and Repair of, Alteration and Addition to Fire Service Installations in General Engineering Services Division Venues in Kowloon and New Territories for the Government of the HKSAR",REC    Engineering Company Limited,2014-04-01 00:00:00,REC    Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
837,1019EM12T,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift and Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region and Hospital Authority (Package Five),Kone Elevator    (HK) Limited,2014-04-01 00:00:00,Kone Elevator    (HK) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
838,1007EM12T,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift and Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region and Hospital Authority (Package Four),Holake Hong    Kong Lifts Limited,2014-04-01 00:00:00,Holake Hong    Kong Lifts Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
839,1039EM14C,Electrical and Mechanical Services Department,Energy-cum-Carbon Audit for Postal Facilities and Healthcare Facilities 2013/14,ISPL    Consulting Limited,2014-03-01 00:00:00,ISPL    Consulting Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
840,1035EM13T,Electrical and Mechanical Services Department,Four-year Term Contract for Maintenance of Fixed X-ray Vehicle Inspection System at Shenzhen Bay Control Point,Nuctech Hong    Kong Company Limited,2014-03-01 00:00:00,Nuctech Hong    Kong Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
841,1031EM12T,Electrical and Mechanical Services Department,"Triennial Term Contract for the Maintenance and Repair of, Alteration and Addition to Fire Service Installations in General Engineering Services Division Venues in Hong Kong and Islands for the Government of the HKSAR",Kenworth    Engineering Limited,2014-03-01 00:00:00,Kenworth    Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
842,1017EM12W,Electrical and Mechanical Services Department,Replacement of Air-conditioning Systems at Kowloon Government Offices Building and Homantin Government Offices Building,Wenden    Engineering Service Company Limited,2014-03-01 00:00:00,Wenden    Engineering Service Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
843,1015EM13T,Electrical and Mechanical Services Department,Triennial Term Contract for the Maintenance of Electrical and Mechanical Installations at Tuen Mun Children and Juvenile Home and Miscellaneous Equipment in Premises in New Territories Region,REC    Engineering Company Limited,2014-03-01 00:00:00,REC    Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
844,1040EM11T,Electrical and Mechanical Services Department,Triennial Contract for Operation and Maintenance of Electrical and Mechanical Installations for Municipal Venues in Hong Kong,M & V    Engineering (E&M) Limited,2014-02-01 00:00:00,M & V    Engineering (E&M) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
845,1023EM13T,Electrical and Mechanical Services Department,"Biennial Term Contract for Electrical Works for Change of Tenancy in Government Quarters in the Hong Kong Island, Kowloon & New Territories",Au Chow    Electrical Company Limited,2014-02-01 00:00:00,Au Chow    Electrical Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
846,1022EM13W,Electrical and Mechanical Services Department,Replacement of Chillers at Shatin Hospital,Wenden    Engineering Service Company Limited,2014-02-01 00:00:00,Wenden    Engineering Service Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
847,1008EM13T,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift and Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region and Hospital Authority (Package One of MT13),Mitsubishi    Elevator Hong Kong Company Limited,2014-02-01 00:00:00,Mitsubishi    Elevator Hong Kong Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
848,1019EM13T,Electrical and Mechanical Services Department,"Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift and Escalator Installations at Central Government Offices, Chief Executive’s Office, and Legislative Council Complex, Tamar",Fujitec (HK) Company Limited,2014-01-01 00:00:00,Fujitec (HK) Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
849,1060EM12T,Electrical and Mechanical Services Department,"Triennial Term Contract for the Maintenance and Repair of, Alterations and Additions to Fire Services Installations for Health Services Buildings in Hong Kong Region",Kenworth Engineering Limited,2013-12-01 00:00:00,Kenworth Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
850,1041EM12T,Electrical and Mechanical Services Department,Triennial Contract for Maintenance of Air-conditioning and other Installations at Attended Municipal Venues in New Territories,Lucky Engineering Company Limited,2013-12-01 00:00:00,Lucky Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
851,1040EM12W,Electrical and Mechanical Services Department,Supply and Replacement of Air-Conditioning System at Hong Kong Police Headquarters Arsenal House West Wing,Quad-Tech Engineering (H.K.) Company Limited,2013-12-01 00:00:00,Quad-Tech Engineering (H.K.) Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
852,1020EM12T,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift and Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package Seven),Otis Elevator Company (H.K.) Limited,2013-12-01 00:00:00,Otis Elevator Company (H.K.) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
853,1032EM12W,Electrical and Mechanical Services Department,Replacement of Central Control and Monitoring System (CCMS) at Hospital Authority Building,Johnson Controls Hong Kong Limited,2013-11-01 00:00:00,Johnson Controls Hong Kong Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
854,1027EM12T,Electrical and Mechanical Services Department,"Triennial Term Contract for Maintenance and Repair of, Alterations, Additions and Improvement Works to Electrical and Floodlighting Installation for Hong Kong Police Force, Correctional Services Department, Hong Kong Independent Commission Against Corruption and Security Bureau for the Government of HKSAR",Che Luen Electrical Engineering Company Limited,2013-11-01 00:00:00,Che Luen Electrical Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
855,1011EM13W,Electrical and Mechanical Services Department,Supply and Installation of Security Equipment and associated Integration work to Border Fence Protection System for the third-stage of reduction of Frontier Closed Area,Tung Po (HK) Technology Enterprise Limited,2013-11-01 00:00:00,Tung Po (HK) Technology Enterprise Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
856,1053EM12T,Electrical and Mechanical Services Department,"Maintenance of Heating, Ventilation & Air-conditioning Installations at Municipal Venues in New Territories",Interlite (Asia) Limited,2013-10-01 00:00:00,Interlite (Asia) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
857,1050EM12T,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift and Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package Three of HT12),Interlite (Asia) Limited,2013-10-01 00:00:00,Interlite (Asia) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
858,1037EM12W,Electrical and Mechanical Services Department,Provision of Fire and Rescue Training Facilities for Fire Services Training School at Tseung Kwan O,Southa Technical Limited,2013-10-01 00:00:00,Southa Technical Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
859,1014EM13W,Electrical and Mechanical Services Department,Improvement Works on the Air-conditioning Systems at Tai Kiu Market and Sha Tin Market,ATAL Engineering Limited,2013-10-01 00:00:00,ATAL Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
860,1007EM13T,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift and Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of TK12),ThyssenKrupp Elevator (HK) Limited,2013-10-01 00:00:00,ThyssenKrupp Elevator (HK) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
861,1006EM13T,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift and Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package Two of SA13),Shan On Engineering Company Limited,2013-10-01 00:00:00,Shan On Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
862,1035EM12W,Electrical and Mechanical Services Department,Replacement of Existing Lighting Fittings with Energy Saving Lights at Various Government Premises,Interlite (Asia) Limited,2013-09-01 00:00:00,Interlite (Asia) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
863,1059EM12T,Electrical and Mechanical Services Department,"Triennial Term Contract for the Maintenance and Repair of, Alterations and Additions to Fire Services Installations for Health Services Buildings in Kowloon Region, Health Sector Division, Electrical & Mechanical Services Department",Shun Cheong Electricl Engieering Company Limited,2013-08-01 00:00:00,Shun Cheong Electricl Engieering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
864,1005EM13T,Electrical and Mechanical Services Department,"36-Month Term Contract for Building Services Fitting-out, Replacement and Improvement Works for Health Sector Venues in Hong Kong Region and Outlying Islands, Health Sector Division, Electrical and Mechanical Services Department.",Newland Engineering Limited,2013-08-01 00:00:00,Newland Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
865,1063EM12T,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift and Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package Four of AE12),Anlev Elex Elevator Limited,2013-07-01 00:00:00,Anlev Elex Elevator Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
866,1047EM12T,Electrical and Mechanical Services Department,"Triennial Contract for Improvement and Maintenance of Heating, Ventilation & Air-conditioning Installation for Hospitals and Clinics in Kowloon West and New Territories Regions",Yordland Engineering Limited,2013-07-01 00:00:00,Yordland Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
867,1046EM12T,Electrical and Mechanical Services Department,"Triennial Contract for Improvement and Maintenance of Heating, Ventilation & Air-conditioning Installation for Hospitals and Clinics in Hong Kong, Kowloon East and Kowloon Central Regions",Yordland Engineering Limited,2013-07-01 00:00:00,Yordland Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
868,1034EM12T,Electrical and Mechanical Services Department,Triennial Contract for Maintenance of Building Integrated Electrical and Mechanical Installations at Hong Kong Wetland Park,Westco Airconditioning Limited,2013-07-01 00:00:00,Westco Airconditioning Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
869,1020EM12A,Electrical and Mechanical Services Department,District Cooling System (DCS) at Kai Tak Development (KTD) Phase III (Package A) - Chilled Water Pipe Laying Works,Wo Hing Construction Company Limited,2013-07-01 00:00:00,Wo Hing Construction Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
870,1016EM12W,Electrical and Mechanical Services Department,District Cooling System (DCS) at Kai Tak Development (KTD) Phase III (Package A) - Electrical and Mechanical Installation,Shinryo (Hong Kong) Limited,2013-07-01 00:00:00,Shinryo (Hong Kong) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
871,1049EM12T,Electrical and Mechanical Services Department,Triennial Term Contract for the Maintenance and Repair of Burglar Alarm and Security Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (General Engineering Services Division and Airport and Vehicle Engineering Division - Package One),G4S Security Systems (Hong Kong) Limited,2013-06-01 00:00:00,G4S Security Systems (Hong Kong) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
872,1026EM11W,Electrical and Mechanical Services Department,Supply and Replacement of Flatwork Ironing System at the Laundry of Pik Uk Prison,Polytek Engineering Company Limited,2013-06-01 00:00:00,Polytek Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
873,1007EM12W,Electrical and Mechanical Services Department,Replacement of Tunnel Lighting System at the Aberdeen Tunnel,Wenden Engineering Service Company Limited,2013-06-01 00:00:00,Wenden Engineering Service Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
874,1040EM12T,Electrical and Mechanical Services Department,"Triennial Term Contract for the Maintenance and Repair of, Alterations and Additions to Fire Services Installations for Health Services Buildings in New Territories Region, Health Sector Division, Electrical & Mechanical Services Department",Kenworth Engineering Limited,2013-05-01 00:00:00,Kenworth Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
875,1036EM12W,Electrical and Mechanical Services Department,"Replacement of Emergency Generators and Associated Accessories at Wanchai Tower and Government Quarters at Aurizon, Aurora and Tai Hang Road No.135",Chevalier (HK) Limited,2013-05-01 00:00:00,Chevalier (HK) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
876,1018EM12W,Electrical and Mechanical Services Department,"Expansion of Red Light Camera System, Phase 4",Gatsometer BV Serco Group (HK) Limited Joint Venture,2013-05-01 00:00:00,Gatsometer BV Serco Group (HK) Limited Joint Venture,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
877,1052EM12T,Electrical and Mechanical Services Department,"Term Contract for the Emergency Fault Attendance, Comprehensive Maintenance, Repair and Replacement of Special Lighting Systems at Various HyD Premises of the Government of the Hong Kong Special Administrative Region (24 months)",CLP Engineering Limited,2013-04-01 00:00:00,CLP Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
878,1032EM11T,Electrical and Mechanical Services Department,"36-Month Term Contract for Building Services Fitting-out, Replacement and Improvement Works to Health Sector Venues in the Kowloon West Region, Health Sector Division, Electrical & Mechanical Services Department",Yordland Engineering Limited,2013-04-01 00:00:00,Yordland Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
879,1037EM12T,Electrical and Mechanical Services Department,"36-Month Term Contract for Building Services Fitting-out, Replacement and Improvement Works for Health Sector Venues in Kowloon East Region, Health Sector Division, Electrical & Mechanical Services Department",Yordland Engineering Limited,2013-02-01 00:00:00,Yordland Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
880,1003EM12W,Electrical and Mechanical Services Department,Replacement of Cooling Towers System at Prince of Wales Hospital,Lucky Engineering Company Limited,2013-02-01 00:00:00,Lucky Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
881,1041EM11T,Electrical and Mechanical Services Department,"Triennial Term Contract for the Maintenance and Repair of, Alterations and Additions to, Fire Service Installations in Venues of Transport Department and Highways Department",Windmill Engineering Company Limited,2013-01-01 00:00:00,Windmill Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
882,1025EM12T,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Fire Service Installations for Sewage Treatment Facilities,"Guardian Fire Engineers and Consultants, Limited",2013-01-01 00:00:00,"Guardian Fire Engineers and Consultants, Limited",,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
883,1021EM12T,Electrical and Mechanical Services Department,Triennial Term Contract for Maintenance of Electrical Installations in Transport Security and Central Services Division's Venues for the Government of the Hong Kong Special Administrative Region (Package one),Che Luen Electrical Engineering Company Limited,2013-01-01 00:00:00,Che Luen Electrical Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
884,1019EM11W,Electrical and Mechanical Services Department,Replacement of Tunnel Ventilation System in the Cross Harbour Tunnel,Shinryo (Hong Kong) Limited,2013-01-01 00:00:00,Shinryo (Hong Kong) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
885,1014EM12T,Electrical and Mechanical Services Department,"36-Month Term Contract for Building Services Fitting-out, Replacement and Improvement Works to Health Sector Venues in Kowloon Central Region, Health Sector Division, Electrical & Mechanical Services Department",Southa Technical Limited,2013-01-01 00:00:00,Southa Technical Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
886,1009EM11T,Electrical and Mechanical Services Department,"Triennial Term Contract for Operation and Maintenance of Air- conditioning Installations for Hong Kong Police Force, Correctional Services Department, Hong Kong Independent Commission Against Corruption, Security Bureau, Highways Department and Transport Department in Kowloon for the Government of HKSAR","Wenden Engineering Service Company, Limited",2013-01-01 00:00:00,"Wenden Engineering Service Company, Limited",,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
887,1008EM11T,Electrical and Mechanical Services Department,"Triennial Term Contract for Operation and Maintenance of Air- conditioning Installations for Hong Kong Police Force, Correctional Services Department, Hong Kong Independent Commission Against Corruption, Security Bureau, Highways Department and Transport Department in New Territories for the Government of HKSAR","Wenden Engineering Service Company, Limited",2013-01-01 00:00:00,"Wenden Engineering Service Company, Limited",,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
888,1007EM11T,Electrical and Mechanical Services Department,"Triennial Term Contract for Operation and Maintenance of Air- conditioning Installations for Hong Kong Police Force, Correctional Services Department, Hong Kong Independent Commission Against Corruption, Security Bureau, Highways Department and Transport Department in Hong Kong Island and Outlying Islands for the Government of HKSAR","Wenden Engineering Service Company, Limited",2013-01-01 00:00:00,"Wenden Engineering Service Company, Limited",,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
889,1002EM12W,Electrical and Mechanical Services Department,Replacement of Air-conditioning System at North District Hospital,"Wenden Engineering Service Company, Limited",2013-01-01 00:00:00,"Wenden Engineering Service Company, Limited",,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
890,1001EM12W,Electrical and Mechanical Services Department,Supply and Installation of Integrated Security System and High Security Locks at Lo Wu Correctional Institution (LWCI) for Correction Services Department,Chubb Hong Kong Limited,2013-01-01 00:00:00,Chubb Hong Kong Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
891,1033EM11T,Electrical and Mechanical Services Department,"36-Month Term Contract for Building Services Fitting-out, Replacement and Improvement Works to Health Sector Venues in the New Territories Region, Health Sector Division, Electrical & Mechanical Services Department",Yordland Engineering Limited,2012-12-01 00:00:00,Yordland Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
892,1010EM12W,Electrical and Mechanical Services Department,Replacement of Central Chiller Plant and Associated Accessories at Block B in Yan Chai Hospital,"Winston Air Conditioning & Engineering (Hong Kong) Company, Limited",2012-12-01 00:00:00,"Winston Air Conditioning & Engineering (Hong Kong) Company, Limited",,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
893,1008EM12W,Electrical and Mechanical Services Department,Improvement Works on the Air-conditioning System at Shun Lee Tsuen Sports Centre,"Winston Air Conditioning & Engineering (Hong Kong) Company, Limited",2012-12-01 00:00:00,"Winston Air Conditioning & Engineering (Hong Kong) Company, Limited",,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
894,1032EM12T,Electrical and Mechanical Services Department,"Biennial Term Contract for Provision of Maintenance, Modification and Installation Works of Electronic Systems at Various Sewage Treatment Works and Their Outstations",REC Engineering Company Limited,2012-11-01 00:00:00,REC Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
895,1012EM12T,Electrical and Mechanical Services Department,"Three-year Term Contract for Installation, Modification, Testing and Commissioning of Traffic Light Signals and Traffic Aids Equipment in Hong Kong",Shun Hing Systems Integration Company Limited,2012-11-01 00:00:00,Shun Hing Systems Integration Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
896,1005EM11,Electrical and Mechanical Services Department,Replacement of the Traffic Control and Surveillance System in the Shing Mun Tunnels,Delcan International Corporation,2012-11-01 00:00:00,Delcan International Corporation,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
897,1033EM11W,Electrical and Mechanical Services Department,Upgrading Works for Border Security System at Frontier Closed Area for Hong Kong Police Force,Tung Po (H.K.) Technology Enterprise Limited,2012-10-01 00:00:00,Tung Po (H.K.) Technology Enterprise Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
898,1027EM12W,Electrical and Mechanical Services Department,Supply and Installation of Integrated Radio Distribution System at the Office Block in Central Government Complex,Radio Frequency Engineering Limited,2012-10-01 00:00:00,Radio Frequency Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
899,1009EM12T,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift and Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package Eight),Anlev Elex Elevator Limited,2012-10-01 00:00:00,Anlev Elex Elevator Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
900,1045EM11T,Electrical and Mechanical Services Department,"Triennial Term Contract for Maintenance of Fire Service Installations in Transport, Security and Central Services Division's Venues for the Government of the Hong Kong Special Administrative Region (Package one)",Wylam's Services Limited,2012-09-01 00:00:00,Wylam's Services Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
901,1036EM11W,Electrical and Mechanical Services Department,Supply and installation of Integrated Telecommunication Systems in North Lantau Hospital (NLTH),PCCW-HKT Technical Services Limited,2012-09-01 00:00:00,PCCW-HKT Technical Services Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
